"11101","14365"
"13403","14365"
"16993","14365"
"1827","14365"
"19362","14365"
"21774","14365"
"30957","14365"
"31250","14365"
"31554","14365"
"31690","14365"
"33094","14365"
"33401","14365"
"34055","14365"
"34195","14365"
"3833","14365"
"39394","14365"
"39514","14365"
"39612","14365"
"4355","14365"
"45826","14365"
"46441","14365"
"53699","14365"
"56212","14365"
"57026","14365"
"59455","14365"
"6367","14365"
"64820","14365"
"64914","14365"
"69960","14365"
"7204","14365"
"7287","14365"
"76049","14365"
"76246","14365"
"83838","14365"
"84702","14365"
"8517","14365"
"91569","14365"
"93986","14365"
"99422","14365"
"10269","15347"
"107","15347"
"26695","15347"
"28019","15347"
"30017","15347"
"31101","15347"
"32245","15347"
"33759","15347"
"34569","15347"
"38895","15347"
"4248","15347"
"4940","15347"
"51093","15347"
"53485","15347"
"53803","15347"
"57538","15347"
"58469","15347"
"59908","15347"
"60040","15347"
"60762","15347"
"62749","15347"
"64138","15347"
"71529","15347"
"77898","15347"
"80742","15347"
"80941","15347"
"8252","15347"
"83170","15347"
"85211","15347"
"87785","15347"
"89106","15347"
"9114","15347"
"91343","15347"
"91788","15347"
"93004","15347"
"93653","15347"
"96117","15347"
"99694","15347"
"1000","16807"
"11194","16807"
"13217","16807"
"15340","16807"
"16297","16807"
"17086","16807"
"18007","16807"
"19220","16807"
"20084","16807"
"20814","16807"
"24116","16807"
"259","16807"
"29863","16807"
"32130","16807"
"32881","16807"
"35362","16807"
"35905","16807"
"36995","16807"
"40481","16807"
"44352","16807"
"45720","16807"
"48009","16807"
"49391","16807"
"51008","16807"
"51975","16807"
"57456","16807"
"57780","16807"
"59397","16807"
"61364","16807"
"63502","16807"
"64169","16807"
"69752","16807"
"69758","16807"
"73606","16807"
"75046","16807"
"75273","16807"
"7732","16807"
"80113","16807"
"80227","16807"
"81896","16807"
"88140","16807"
"89551","16807"
"90004","16807"
"90381","16807"
"94142","16807"
"95953","16807"
"98120","16807"
"99949","16807"
"10481","19368"
"11377","19368"
"16631","19368"
"22086","19368"
"22912","19368"
"24002","19368"
"24387","19368"
"24746","19368"
"30188","19368"
"31035","19368"
"39046","19368"
"463","19368"
"50873","19368"
"51416","19368"
"56849","19368"
"58170","19368"
"59046","19368"
"61332","19368"
"62373","19368"
"66279","19368"
"70918","19368"
"71085","19368"
"72006","19368"
"7390","19368"
"76768","19368"
"80976","19368"
"81175","19368"
"81245","19368"
"85754","19368"
"87439","19368"
"92040","19368"
"92659","19368"
"98843","19368"
"14214","22591"
"14554","22591"
"14869","22591"
"15883","22591"
"17831","22591"
"18675","22591"
"21552","22591"
"21766","22591"
"22179","22591"
"22417","22591"
"27950","22591"
"35198","22591"
"40189","22591"
"44304","22591"
"44881","22591"
"46762","22591"
"49873","22591"
"56486","22591"
"61527","22591"
"6304","22591"
"70299","22591"
"70965","22591"
"72014","22591"
"73186","22591"
"74840","22591"
"75878","22591"
"76672","22591"
"77000","22591"
"77244","22591"
"8192","22591"
"84239","22591"
"84654","22591"
"84808","22591"
"86375","22591"
"86753","22591"
"88287","22591"
"89297","22591"
"898","22591"
"97573","22591"
"97694","22591"
"1080","25946"
"12214","25946"
"12362","25946"
"19450","25946"
"19861","25946"
"20244","25946"
"2201","25946"
"26494","25946"
"27140","25946"
"35523","25946"
"37856","25946"
"4173","25946"
"42625","25946"
"4438","25946"
"45570","25946"
"50013","25946"
"50966","25946"
"53185","25946"
"5463","25946"
"55698","25946"
"56882","25946"
"57160","25946"
"62054","25946"
"63090","25946"
"63538","25946"
"65241","25946"
"66054","25946"
"69581","25946"
"73807","25946"
"76291","25946"
"76759","25946"
"85063","25946"
"86327","25946"
"88308","25946"
"90372","25946"
"92839","25946"
"94846","25946"
"95205","25946"
"10663","28097"
"1367","28097"
"17911","28097"
"19536","28097"
"19848","28097"
"26473","28097"
"27002","28097"
"32506","28097"
"336","28097"
"34018","28097"
"34957","28097"
"35462","28097"
"37946","28097"
"39892","28097"
"41683","28097"
"41988","28097"
"42114","28097"
"4508","28097"
"46106","28097"
"55859","28097"
"63243","28097"
"65144","28097"
"65205","28097"
"6729","28097"
"67407","28097"
"75241","28097"
"77729","28097"
"80047","28097"
"83003","28097"
"84189","28097"
"87624","28097"
"8819","28097"
"9360","28097"
"95201","28097"
"96153","28097"
"96772","28097"
"97590","28097"
"15487","28400"
"17207","28400"
"19766","28400"
"20002","28400"
"20974","28400"
"27556","28400"
"2795","28400"
"282","28400"
"37809","28400"
"38691","28400"
"39657","28400"
"42556","28400"
"4345","28400"
"44703","28400"
"4645","28400"
"46450","28400"
"46694","28400"
"48247","28400"
"51862","28400"
"52872","28400"
"54610","28400"
"58172","28400"
"58413","28400"
"58634","28400"
"59539","28400"
"61920","28400"
"62124","28400"
"66494","28400"
"68242","28400"
"69747","28400"
"69853","28400"
"72528","28400"
"760","28400"
"85981","28400"
"87246","28400"
"88085","28400"
"90914","28400"
"91915","28400"
"94697","28400"
"96203","28400"
"97041","28400"
"97355","28400"
"99271","28400"
"99977","28400"
"11195","31955"
"13826","31955"
"2286","31955"
"3005","31955"
"31080","31955"
"34502","31955"
"36052","31955"
"37734","31955"
"39978","31955"
"40371","31955"
"44985","31955"
"46035","31955"
"47677","31955"
"52523","31955"
"57107","31955"
"58300","31955"
"58595","31955"
"61232","31955"
"64934","31955"
"66212","31955"
"67024","31955"
"69783","31955"
"7020","31955"
"73542","31955"
"73602","31955"
"75116","31955"
"7620","31955"
"78787","31955"
"80698","31955"
"8140","31955"
"82066","31955"
"827","31955"
"88553","31955"
"90448","31955"
"9659","31955"
"10556","3199"
"14639","3199"
"24932","3199"
"28133","3199"
"29462","3199"
"29665","3199"
"29803","3199"
"37339","3199"
"38288","3199"
"38676","3199"
"39580","3199"
"40044","3199"
"41674","3199"
"43016","3199"
"46928","3199"
"46980","3199"
"53496","3199"
"55286","3199"
"57238","3199"
"58874","3199"
"60366","3199"
"65681","3199"
"69730","3199"
"71768","3199"
"78143","3199"
"78767","3199"
"80247","3199"
"80248","3199"
"80420","3199"
"81884","3199"
"85226","3199"
"89132","3199"
"90194","3199"
"9460","3199"
"94730","3199"
"96968","3199"
"97629","3199"
"99730","3199"
"1110","3335"
"13511","3335"
"16849","3335"
"1968","3335"
"21100","3335"
"22620","3335"
"25528","3335"
"27919","3335"
"28004","3335"
"29871","3335"
"41596","3335"
"43495","3335"
"48640","3335"
"50719","3335"
"50977","3335"
"53799","3335"
"54612","3335"
"58889","3335"
"61998","3335"
"65329","3335"
"67371","3335"
"69850","3335"
"70099","3335"
"73328","3335"
"74672","3335"
"76173","3335"
"8343","3335"
"83728","3335"
"86552","3335"
"89312","3335"
"89393","3335"
"96003","3335"
"12216","34175"
"12615","34175"
"14032","34175"
"16453","34175"
"17397","34175"
"18108","34175"
"18234","34175"
"18941","34175"
"2423","34175"
"28409","34175"
"31364","34175"
"40932","34175"
"41751","34175"
"45436","34175"
"5144","34175"
"51579","34175"
"52120","34175"
"53047","34175"
"57941","34175"
"5898","34175"
"59517","34175"
"67657","34175"
"6895","34175"
"70235","34175"
"78454","34175"
"79210","34175"
"81984","34175"
"82646","34175"
"8426","34175"
"85904","34175"
"87706","34175"
"88045","34175"
"97658","34175"
"1087","35579"
"11126","35579"
"11441","35579"
"12078","35579"
"16885","35579"
"1836","35579"
"19050","35579"
"24796","35579"
"25331","35579"
"26619","35579"
"29920","35579"
"30164","35579"
"30289","35579"
"3127","35579"
"32490","35579"
"36102","35579"
"37284","35579"
"37715","35579"
"41261","35579"
"41671","35579"
"41827","35579"
"41890","35579"
"4383","35579"
"45817","35579"
"4682","35579"
"47126","35579"
"48053","35579"
"499","35579"
"52134","35579"
"52866","35579"
"53165","35579"
"55238","35579"
"64724","35579"
"65438","35579"
"65563","35579"
"66090","35579"
"67018","35579"
"68280","35579"
"69521","35579"
"69679","35579"
"70564","35579"
"70572","35579"
"71387","35579"
"76224","35579"
"77588","35579"
"77664","35579"
"81294","35579"
"86802","35579"
"87054","35579"
"89246","35579"
"91197","35579"
"93814","35579"
"94990","35579"
"96615","35579"
"10527","36897"
"12563","36897"
"1726","36897"
"17769","36897"
"23224","36897"
"23439","36897"
"28352","36897"
"31476","36897"
"31560","36897"
"37581","36897"
"38336","36897"
"39157","36897"
